order_id,region,delivery_hour,customer_age,driver_id,items_delivered,items_missing,classe_real,classe_predita,probabilidade_predita,prob_0,prob_2,product_name,category,price
616ec05b-bdeb-4ca2-854b-ed05ebc11fa0,6,4930,47,WDID10694,6,1,0,0,0.98,0.98,0.02,Pumpkin Puree,Supermarket,9.29
f2a73182-4837-4eb6-92f1-9428a5d24c48,6,7291,88,WDID10411,9,0,2,2,0.99,0.01,0.99,,,
98a2d3b4-a5a3-4b70-b379-6fe9efd58b8d,6,6624,80,WDID10253,1,0,2,2,1.0,0.0,1.0,,,
09fb53b4-f151-4963-9cfb-315cc7bdfd7c,0,4162,77,WDID09937,8,0,2,2,0.99,0.01,0.99,,,
6fad0e93-f15c-47e0-adb7-d11f89c11e83,5,7575,50,WDID10172,10,0,2,2,1.0,0.0,1.0,,,
711078a8-4bbb-4cdc-91c3-15cfae6a95d2,4,2882,75,WDID10125,6,0,2,2,1.0,0.0,1.0,,,
80c66bb6-ed78-4349-a47f-7a13bac3b49f,0,341,50,WDID10203,1,0,2,2,1.0,0.0,1.0,,,
cd208c3b-5780-4aef-acd5-2cbb8e2c6609,3,5126,23,WDID10869,3,0,2,2,1.0,0.0,1.0,,,
11c74fc9-8e34-4e8c-b264-166888ce8242,5,3241,85,WDID11102,17,0,2,2,0.98,0.02,0.98,,,
13aee9f2-ccb9-40f9-bcd8-977577a1ae77,0,1661,74,WDID10425,5,0,2,2,1.0,0.0,1.0,,,
44dd6e53-7cf3-46cf-bd72-f011fefcd55a,3,118,61,WDID10385,4,0,2,2,0.99,0.01,0.99,,,
9e19d486-3341-44b9-8e7f-6da337961ee1,6,4579,28,WDID11083,16,0,2,2,1.0,0.0,1.0,,,
2ceae274-e83b-4590-9681-e4d26bdfd4b0,2,3683,68,WDID11017,5,0,2,2,1.0,0.0,1.0,,,
03570ce6-77a8-422a-b32a-4e3cd5a7296d,0,1317,39,WDID10174,10,0,2,2,1.0,0.0,1.0,,,
7ef7ab32-1f1b-4039-8813-ffdd6f9626df,0,1820,80,WDID10302,4,0,2,2,0.99,0.01,0.99,,,
fb88d99a-d5e0-4195-9585-598cad0d1ebf,6,1696,85,WDID10192,11,0,2,2,1.0,0.0,1.0,,,
95426ca9-7d60-4044-880f-1e33e1420ce3,5,5355,74,WDID10559,14,0,2,2,1.0,0.0,1.0,,,
4d60722a-8a32-48d2-b574-afa7e89ef61e,0,7388,59,WDID10281,9,0,2,2,1.0,0.0,1.0,,,
e520678d-d02a-4ad4-b825-4b23bc6896f4,3,7118,69,WDID10559,4,1,0,0,0.97,0.97,0.03,Baby Spinach,Supermarket,16.67
43af631c-0503-4194-92c2-f5c0b20def66,5,286,54,WDID10217,15,2,0,0,0.9,0.9,0.1,"Baking Soda, Oyster Sauce",Supermarket,30.02
f43c1a87-7e4a-4848-80c6-a5c32e061802,2,3549,53,WDID10157,13,0,2,2,1.0,0.0,1.0,,,
3fa0645c-1dc2-4144-a318-ea0c6ff5660f,1,4296,21,WDID10934,12,0,2,2,1.0,0.0,1.0,,,
c784cfa8-aa75-4a62-bebe-86fa6d45c3f7,5,3097,28,WDID10092,13,1,0,0,0.99,0.99,0.01,Rice Pudding,Supermarket,10.16
85835280-f53b-4ba9-92a7-8209430c6abb,6,1104,38,WDID10679,2,1,0,0,0.97,0.97,0.03,Frozen Berries,Supermarket,15.89
83a82ddc-f796-429c-8ed1-d8b38d69b60f,4,3729,43,WDID10045,17,0,2,2,1.0,0.0,1.0,,,
e2307665-659d-4091-9a8b-b58c7fa40dde,3,6866,58,WDID10505,1,0,2,2,0.98,0.02,0.98,,,
da7534d1-84d6-44ae-bd60-611b8a365fc6,1,6381,30,WDID10329,16,0,2,2,1.0,0.0,1.0,,,
6f6256c1-94d2-44c8-87cf-272fc128f69d,3,2003,23,WDID10827,12,0,2,2,0.99,0.01,0.99,,,
354c9f08-9369-4846-80d9-d63638e2973a,5,8633,28,WDID10234,7,0,2,2,1.0,0.0,1.0,,,
f578b3ff-b53b-41a3-9d34-4e1e52dc9c6f,3,8575,63,WDID10906,10,0,2,2,1.0,0.0,1.0,,,
4943b8d8-b994-4c3f-9714-c29ca0eb3305,5,5778,22,WDID10901,8,0,2,2,0.99,0.01,0.99,,,
58fc6316-056c-412b-b73d-6f904b9e5774,4,267,86,WDID10629,9,0,2,2,0.98,0.02,0.98,,,
763bb5cf-fcbf-4f3a-9fd5-c331fe46260b,2,1869,37,WDID10127,3,0,2,2,0.98,0.02,0.98,,,
43fc685c-9e0b-4fc6-849c-a8e7831a275a,6,3201,42,WDID10170,1,0,2,2,0.99,0.01,0.99,,,
12b54168-a996-4169-aa30-0e7d0c1cbbcb,0,7109,20,WDID11063,11,0,2,2,1.0,0.0,1.0,,,
86118b72-87e2-4a58-9312-7219d2b9b2a7,6,6349,20,WDID10712,14,1,0,0,0.97,0.97,0.03,Beef Jerky,Supermarket,3.78
101f3d43-ef22-4c2c-b79b-6280061a21ab,6,9355,70,WDID10082,3,0,2,2,0.99,0.01,0.99,,,
ff031c32-de65-47de-8ac2-48a17b4f377f,2,4124,19,WDID10479,8,0,2,2,0.98,0.02,0.98,,,
b393eb92-77f3-4476-b69b-6a14a4b2cd71,1,3345,81,WDID10728,14,0,2,2,0.98,0.02,0.98,,,
dbb020e6-16d8-408a-b2b4-07ea70e965bc,6,8521,23,WDID10484,2,1,0,0,0.97,0.97,0.03,Salmon Filets,Supermarket,17.21
063142d5-872f-4622-acf9-a4678e91ed9c,5,4781,24,WDID10457,10,0,2,2,1.0,0.0,1.0,,,
056ed75f-4ef3-4b22-b3c1-cc5d81aaa846,2,5520,66,WDID09900,9,0,2,2,1.0,0.0,1.0,,,
daef9591-4458-4f78-95c3-7d1553a84619,6,4151,28,WDID10672,17,0,2,2,0.99,0.01,0.99,,,
b6162b9a-66f6-4e7e-8151-49613e2fc024,1,5457,54,WDID09945,19,0,2,2,1.0,0.0,1.0,,,
ab617ca0-b0ef-450a-b777-ef1a37a9247c,6,9188,78,WDID10233,10,0,2,2,0.99,0.01,0.99,,,
4d0a5e13-2a5c-4936-b5a8-4f2360634bb1,0,6442,87,WDID10579,3,0,2,2,1.0,0.0,1.0,,,
b22ea824-e830-4b64-88d1-7740618f610d,3,1966,50,WDID09904,7,0,2,2,1.0,0.0,1.0,,,
981feeeb-cb96-4825-bd39-e8cb729b128a,0,4399,27,WDID10493,19,1,0,0,0.96,0.96,0.04,Nest Thermostat,Electronics,528.96
237c46b5-f269-4f01-b611-e73620aca65b,0,941,43,WDID09879,12,1,0,0,0.95,0.95,0.05,Olive Oil,Supermarket,6.09
cadd53fb-d803-4664-a31d-ac5925acf8fe,0,655,36,WDID10625,5,0,2,2,0.99,0.01,0.99,,,
715f40bc-ec8f-4d31-ba2b-8201b4a5628f,6,440,75,WDID11036,12,0,2,2,1.0,0.0,1.0,,,
1d12d779-7d66-4a61-89e8-fa48aae2c9c8,0,6274,77,WDID11045,15,0,2,2,0.97,0.03,0.97,,,
eeb56cf1-ee65-457b-ad5b-950887edd3a8,5,5174,31,WDID10297,5,0,2,2,0.99,0.01,0.99,,,
11ac3f03-6679-49d1-b574-50dbf9fbc2ec,3,6807,84,WDID10558,7,0,2,2,0.99,0.01,0.99,,,
afafb6ce-9026-4869-9d8a-03aa36b7d42d,0,9028,80,WDID10312,18,0,2,2,0.87,0.13,0.87,,,
93af2d6c-380b-4310-b906-0c0325b900e9,6,6178,54,WDID10608,17,0,2,2,0.99,0.01,0.99,,,
9ae0e53e-2866-4be9-8800-e49c13b1ec8d,2,7852,50,WDID10542,16,0,2,2,1.0,0.0,1.0,,,
2465161a-eef9-4e3c-b9f0-91b9ec7b96cb,0,7889,49,WDID10303,19,0,2,2,0.99,0.01,0.99,,,
cc8fc68b-9146-4c77-81d1-589eb52aea27,2,4925,47,WDID10289,15,0,2,2,1.0,0.0,1.0,,,
94644ed5-27f2-47af-9e18-67411131d7f5,4,7135,36,WDID10591,9,1,0,0,1.0,1.0,0.0,Frozen Corn,Supermarket,7.81
f3af3c58-f6f1-40b2-995d-1e20c985ed0d,2,3722,85,WDID10827,17,0,2,2,1.0,0.0,1.0,,,
9070bd23-f6ff-435b-a6cc-bac486204f66,0,4279,36,WDID09981,19,0,2,2,1.0,0.0,1.0,,,
22a95f81-dbe5-4d1b-a4c5-134f20d06a5c,6,6395,27,WDID10118,8,0,2,2,1.0,0.0,1.0,,,
8f3ea60f-c840-4377-867a-d629730e671a,0,3917,39,WDID09920,6,0,2,2,1.0,0.0,1.0,,,
a8cce1ba-bd04-4af3-8bb2-c0f4490efcce,0,2290,52,WDID10621,15,1,0,0,0.99,0.99,0.01,Shredded Carrots,Supermarket,13.83
50b19156-598d-4adc-a39c-2c15b9d968da,6,6330,58,WDID10611,17,0,2,2,0.99,0.01,0.99,,,
fad93de1-359a-4d11-91af-9d8f7eac5c94,3,6163,58,WDID09969,16,0,2,2,0.99,0.01,0.99,,,
0f2f7f54-628b-4065-b8d7-0730e2bdcee1,1,6449,76,WDID10104,6,0,0,2,0.94,0.06,0.94,,,
fb44468d-62b5-44b1-a712-95137248124b,6,1572,86,WDID09882,7,0,2,2,1.0,0.0,1.0,,,
354c8f03-d979-44c6-a54f-fd8f3d765e6e,6,31,65,WDID10149,19,0,2,2,0.99,0.01,0.99,,,
a87f05ad-917a-443f-93f1-a810d84e7305,1,600,64,WDID10519,5,1,0,0,0.97,0.97,0.03,Romaine Lettuce,Supermarket,14.22
593d504b-42eb-4aec-878a-38260a196330,4,1214,36,WDID10296,6,0,2,2,1.0,0.0,1.0,,,
ea9321fc-0141-4e5d-a630-14a55fb336d7,6,2166,24,WDID09990,9,0,2,2,1.0,0.0,1.0,,,
d13c0839-2650-4b96-adb0-04bb3f098bee,1,5765,28,WDID10977,16,0,2,2,0.97,0.03,0.97,,,
58e40fbe-c7a8-41fb-8849-335401fe3055,0,9127,56,WDID10072,1,1,0,0,0.93,0.93,0.07,Rice Pudding,Supermarket,10.16
b7a17375-e9a6-4660-84dd-3196664cd8e4,3,6677,79,WDID11114,9,0,2,2,1.0,0.0,1.0,,,
4356c900-f1a7-40b4-ba53-b01f0dad2623,6,4214,84,WDID10560,12,1,0,0,0.98,0.98,0.02,Maple Syrup,Supermarket,8.68
779b96f9-cb3c-40e8-8387-3bb466066817,2,1292,72,WDID10931,14,0,2,2,1.0,0.0,1.0,,,
75b2696b-c340-4d23-a163-2337b2dbe15c,2,6093,39,WDID10960,4,0,2,2,0.94,0.06,0.94,,,
97010a9c-22ea-4295-91c0-5edf482020f3,2,7984,20,WDID10739,14,1,0,0,0.99,0.99,0.01,Chicken Breast,Supermarket,5.93
98beef06-58e1-4104-a03c-fa8c08e8b3a7,2,8037,48,WDID10077,2,2,0,0,0.99,0.99,0.01,"Chocolate Chip Cookies, Whole Wheat Tortillas",Supermarket,27.47
eacac132-9bcd-49bc-a0b9-38741b163e7c,5,3532,72,WDID10616,17,0,2,2,1.0,0.0,1.0,,,
8f36ac4c-7972-433c-806a-6553284a6660,1,8860,63,WDID11015,15,0,2,2,1.0,0.0,1.0,,,
d0379707-c591-471f-b230-f7f2cb667592,0,3242,48,WDID10977,8,0,2,2,1.0,0.0,1.0,,,
1c32c969-fefd-44d4-bcf3-d41cf2a7d1d3,6,7194,40,WDID11080,11,0,2,2,1.0,0.0,1.0,,,
69dfc68e-02ab-49b9-995d-cd6ab1cb6eff,6,9,58,WDID09982,7,0,2,2,0.98,0.02,0.98,,,
cf7f61ee-c60a-4a6d-9437-8788e9c29467,2,6260,86,WDID10550,5,0,2,2,0.95,0.05,0.95,,,
c8b25f0b-093b-4727-9b77-7b630116d6ab,6,2445,70,WDID10723,12,1,0,0,0.99,0.99,0.01,Dell XPS 13,Electronics,196.72
0ac6563d-b704-454b-b28a-fa70fdef5b06,3,2472,43,WDID10453,15,0,2,2,1.0,0.0,1.0,,,
f03f11c9-063d-4572-a37f-ade1a3ca2dd9,1,63,68,WDID10908,5,0,2,2,0.99,0.01,0.99,,,
318e8191-625f-4a5b-8269-3c33ee5e8cb7,0,8479,29,WDID10166,4,0,2,2,1.0,0.0,1.0,,,
795972ce-104d-46de-a233-9eba00160dc5,5,375,76,WDID10315,8,0,2,2,1.0,0.0,1.0,,,
284be7e2-54af-43c3-b1db-b8c3e25b4cec,6,9074,70,WDID10483,6,1,0,0,0.98,0.98,0.02,Eggs,Supermarket,10.57
a1a7b2a2-4d7b-45e3-aacd-d5e11a927d0a,5,4455,35,WDID10315,1,0,2,2,0.97,0.03,0.97,,,
3f6e80ac-8516-4031-81bd-363abefdeb9d,6,389,35,WDID10674,13,0,2,2,1.0,0.0,1.0,,,
e3da2af8-5449-4ba9-8ccb-72581698c5c3,6,8004,64,WDID10150,6,0,2,2,1.0,0.0,1.0,,,
c4e9c31e-7379-4eb4-97ff-c964e2a28766,1,3244,75,WDID10834,18,0,2,2,0.99,0.01,0.99,,,
c676272b-3237-4c78-b574-099c4cd2c45f,0,3408,64,WDID10615,6,0,2,2,0.99,0.01,0.99,,,
56255312-02d8-4788-ad70-deb9cc2e03ee,5,7904,71,WDID10448,6,1,0,0,0.99,0.99,0.01,Hummus,Supermarket,7.92
0c4f4ffb-c0dd-40ba-89b9-02502b77791d,6,6993,68,WDID10474,2,0,2,2,0.99,0.01,0.99,,,
8afcd1d6-5631-42f6-bdc8-ecd8d4c73538,3,412,41,WDID10626,13,1,0,0,0.97,0.97,0.03,Frozen Shrimp,Supermarket,4.71
06b3d315-06be-408f-9fdc-dd4a6dfe074c,5,2730,38,WDID10546,2,0,2,2,1.0,0.0,1.0,,,
6bc68cde-c9d2-4931-a3a2-1cfe4bcf6e54,1,1537,61,WDID10450,10,0,2,2,1.0,0.0,1.0,,,
25416901-33bd-477d-b036-44348c15adf4,0,83,88,WDID10309,8,1,0,0,0.87,0.87,0.13,Chocolate Chip Cookies,Supermarket,10.78
10814f0e-6cbf-4462-bfef-91218705fb16,4,5229,87,WDID10281,19,0,2,2,1.0,0.0,1.0,,,
3aca6321-c358-453e-85ee-a3fc6bd723df,0,4709,82,WDID10470,16,0,2,2,0.96,0.04,0.96,,,
11c1e008-cd62-4df5-8095-7bbc54f67ee4,4,2883,73,WDID10362,12,0,2,2,1.0,0.0,1.0,,,
472d5bbc-59a4-4745-bf56-240f7cb2e1f2,3,8295,69,WDID10500,6,0,2,2,1.0,0.0,1.0,,,
909af56e-8b32-42cd-adef-b826a682ff5c,5,2578,62,WDID10694,6,0,2,2,0.99,0.01,0.99,,,
d601ca87-5102-4994-ac23-53dd9abcf810,3,2399,57,WDID10992,10,0,2,2,0.99,0.01,0.99,,,
fde6d7cb-0b76-4406-aef8-f5504798480b,6,5512,39,WDID11000,17,0,2,2,0.98,0.02,0.98,,,
f10719ed-413e-4315-bd03-b1d76f1b1ee7,6,8546,31,WDID11007,19,0,2,2,1.0,0.0,1.0,,,
730a3594-63dc-4ef0-854e-eb6bcc5ec023,5,943,75,WDID11062,4,0,2,2,1.0,0.0,1.0,,,
8c4e60cd-94a8-425e-85b3-7b69aee94eb5,0,5841,44,WDID10166,6,0,2,2,1.0,0.0,1.0,,,
e82bd097-45de-4181-9794-000919929600,0,2408,21,WDID10460,7,0,2,2,0.98,0.02,0.98,,,
316a987e-4bab-4792-99ff-36e67873fe99,1,3166,84,WDID10286,6,0,2,2,0.98,0.02,0.98,,,
9c597d1d-8954-41a2-aceb-01597670d8fc,3,2351,81,WDID10786,17,0,2,2,1.0,0.0,1.0,,,
5df7173b-988d-42fb-b0ff-b5d0751c5597,6,2461,64,WDID10903,8,0,2,2,1.0,0.0,1.0,,,
59f2723f-b2d1-46f4-a865-a86f020b258e,6,8052,76,WDID10807,15,0,2,2,1.0,0.0,1.0,,,
a14b032c-1881-4256-8a47-cd2c4c9fdb49,2,1766,18,WDID10666,10,1,0,0,0.98,0.98,0.02,Cooking Spray,Supermarket,12.44
33c71f6d-15af-428f-8192-4ff3c751aae5,6,6009,86,WDID10836,19,0,2,2,0.99,0.01,0.99,,,
c5f06aa0-dd7c-4286-bcba-27986462a484,4,4007,41,WDID10966,2,0,2,2,0.98,0.02,0.98,,,
578f5e59-cb24-4a28-b42a-8cf4a189ca83,4,5716,38,WDID10654,14,0,2,2,1.0,0.0,1.0,,,
e5af9422-1956-4a9c-8937-4eb3593a333a,0,5876,31,WDID10157,10,0,2,2,1.0,0.0,1.0,,,
bd60f1c5-3e4f-4759-ac6b-4a6ac808f77d,5,1683,34,WDID10154,11,0,2,2,1.0,0.0,1.0,,,
1118b884-6a23-4d19-ab54-c652c8898b2c,1,7162,51,WDID10705,18,0,2,2,0.99,0.01,0.99,,,
d3ac07aa-3239-4983-a664-8727ef1d0bd8,2,7260,63,WDID10611,19,0,2,2,1.0,0.0,1.0,,,
1e07226c-d7b4-437e-9e17-391b16a85e58,6,7172,70,WDID09949,5,0,2,2,0.94,0.06,0.94,,,
090ff6bc-7c51-4f6c-a8ed-9dcc29419f4d,0,1584,86,WDID10012,15,0,2,2,1.0,0.0,1.0,,,
0f130bdb-46bd-4bc3-a33b-74f9a1896972,6,2487,46,WDID10462,19,0,2,2,0.99,0.01,0.99,,,
f3c89fdb-b9bd-477e-9efe-3806fef44164,2,7342,61,WDID10245,4,1,0,0,1.0,1.0,0.0,Instant Noodles,Supermarket,5.8
776d76fd-e144-4109-bbad-824f2f1a19cd,5,2147,70,WDID10876,9,0,2,2,0.99,0.01,0.99,,,
85830939-f90b-43d7-a058-3c938a4184cc,0,1812,47,WDID10070,5,0,2,2,1.0,0.0,1.0,,,
ba4e792e-4a52-4dbc-95e5-fc9dfbcd5e52,3,1737,74,WDID10138,6,0,2,2,0.99,0.01,0.99,,,
1978a0ac-13f4-448a-8257-e97e454c2772,2,1818,76,WDID10830,17,0,2,2,0.98,0.02,0.98,,,
884c9051-8e69-42dd-be26-3b8032e616e6,6,280,89,WDID10627,6,0,2,2,1.0,0.0,1.0,,,
c981329e-0257-45c0-bf9a-c88b474d8406,2,715,29,WDID10486,1,1,0,0,0.98,0.98,0.02,Cheese Sticks,Supermarket,16.42
7159f588-9d77-4a95-a3f8-1569398d5dce,2,1401,88,WDID10216,4,0,2,2,1.0,0.0,1.0,,,
f8c97579-6d42-4887-a23d-c773ec976043,2,5912,46,WDID10547,9,0,2,2,1.0,0.0,1.0,,,
b9f264e4-93d5-4820-91d1-284d72124ca7,0,2559,64,WDID10482,6,0,2,2,0.99,0.01,0.99,,,
a0bf8c5e-f916-4282-a73a-d2c8b710331c,6,9196,63,WDID10730,12,0,2,2,1.0,0.0,1.0,,,
e451e1e1-fcec-42bf-8a3e-0b8dd92d05fe,4,45,63,WDID10538,11,0,2,2,1.0,0.0,1.0,,,
17c60588-8e28-467e-8751-08b82a414fcd,0,5112,59,WDID10235,10,0,2,2,1.0,0.0,1.0,,,
